-1.751820e-03,-1.817180e-03,
-2.575500e-03,-4.001570e-03,
-3.873760e-03,-4.592490e-03,
-4.682690e-03,-3.619190e-03,
-5.307350e-03,-2.181180e-03,
-3.218540e-03,-3.638580e-03,
-3.036820e-03,-3.474660e-03,
-4.316210e-03,-3.085620e-03,
-3.331750e-03,-4.314830e-03,
-3.915130e-03,-4.564960e-03,
-2.884740e-03,-3.639360e-03,
-3.674040e-03,-2.571360e-03,
-2.663760e-03,-1.947550e-03,
-3.444600e-04,-1.283660e-03,
4.239100e-04,1.205590e-03,
1.884870e-03,1.944370e-03,
2.658310e-03,2.020350e-03,
3.265630e-03,4.656180e-03,
5.479510e-03,3.445650e-03,
4.675720e-03,3.141550e-03,
3.413660e-03,4.488440e-03,
4.053690e-03,3.993860e-03,
2.922180e-03,3.329840e-03,
3.362020e-03,3.307140e-03,
4.036450e-03,3.828940e-03,
4.467300e-03,3.353500e-03,
3.812880e-03,3.647220e-03,
2.486480e-03,2.455060e-03,
2.046870e-03,9.090600e-04,
6.845300e-04,3.466400e-04,
-1.559960e-03,-5.786500e-04,
-2.060910e-03,-2.212780e-03,
-1.693920e-03,-8.951700e-04,
-1.344960e-03,-1.580820e-03,
2.361300e-04,5.106500e-04,
9.761400e-04,1.970930e-03,
1.155690e-03,1.880940e-03,
1.285160e-03,4.161600e-03,
1.932290e-03,1.833880e-03,
-3.951300e-04,-1.455700e-04,
-9.078200e-04,6.850000e-04,
-1.672790e-03,-1.936860e-03,
-2.353470e-03,-4.932650e-03,
-1.970970e-03,-2.775340e-03,
-3.350740e-03,-4.326530e-03,
-2.892640e-03,-4.509390e-03,
-3.218700e-03,-3.792010e-03,
-1.805620e-03,-4.397530e-03,
-1.809950e-03,-2.887880e-03,
-2.283820e-03,-1.790850e-03,
1.599000e-04,1.203520e-03,
3.331100e-04,2.085350e-03,
1.160880e-03,2.271720e-03,
2.662030e-03,4.706660e-03,
8.338900e-04,1.983430e-03,
-1.323690e-03,-5.782400e-04,
5.780300e-04,-1.208110e-03,
-1.823420e-03,-3.147070e-03,
-3.188030e-03,-4.623550e-03,
-2.764690e-03,-5.251550e-03,
-3.298310e-03,-5.184790e-03,
-3.322430e-03,-5.604540e-03,
-2.746820e-03,-4.841530e-03,
-2.171030e-03,-4.127730e-03,
-3.748320e-03,-4.907300e-03,
-2.794970e-03,-4.107680e-03,
-3.295450e-03,-3.218700e-03,
-3.097770e-03,-4.875490e-03,
-2.204280e-03,-2.701150e-03,
-1.368070e-03,-7.624000e-04,
4.053900e-04,3.025900e-04,
3.642200e-04,1.769420e-03,
2.310680e-03,2.436350e-03,
3.823230e-03,3.928330e-03,
3.100410e-03,4.388530e-03,
2.983050e-03,5.092510e-03,
3.753790e-03,5.150360e-03,
2.327900e-03,3.100570e-03,
2.415250e-03,4.444130e-03,
3.129080e-03,5.989220e-03,
3.327670e-03,4.627700e-03,
2.467890e-03,4.505070e-03,
2.204680e-03,3.775850e-03,
2.565870e-03,3.452960e-03,
2.663780e-03,4.985810e-03,
2.502310e-03,4.433710e-03,
1.319440e-03,4.114360e-03,
1.992970e-03,4.949420e-03,
2.323460e-03,3.185420e-03,
7.155900e-04,1.264500e-03,
-3.923400e-04,6.968700e-04,
9.439000e-05,-2.798610e-03,
-6.841600e-04,-2.732630e-03,
-2.301550e-03,-2.101740e-03,
-5.589200e-04,-3.394840e-03,
-6.863500e-04,-1.791140e-03,
4.912800e-04,9.444800e-04,
2.304520e-03,2.400200e-03,
1.742440e-03,4.305080e-03,
4.077130e-03,5.972050e-03,
4.341040e-03,5.363640e-03,
2.644840e-03,6.133420e-03,
2.864640e-03,5.727330e-03,
1.358620e-03,3.543360e-03,
5.398700e-04,2.010960e-03,
9.626300e-04,6.058700e-04,
-9.092000e-05,-6.143200e-04,
-1.835020e-03,-2.437410e-03,
-1.409370e-03,-2.601130e-03,
-3.012600e-04,-2.405470e-03,
-3.851500e-04,-1.679850e-03,
2.417200e-04,8.374600e-04,
5.471600e-04,2.619450e-03,
4.018100e-04,4.433120e-03,
2.191890e-03,4.471290e-03,
2.044210e-03,5.212780e-03,
2.273680e-03,4.686700e-03,
3.432880e-03,6.864380e-03,
2.527660e-03,6.934120e-03,
2.081900e-03,4.558590e-03,
3.211740e-03,5.519190e-03,
2.067820e-03,5.752930e-03,
1.689120e-03,4.957490e-03,
1.321450e-03,3.906900e-03,
7.955500e-04,3.473640e-03,
1.415510e-03,1.745740e-03,
6.212200e-04,-5.127400e-04,
-2.089200e-04,-2.843020e-03,
-2.349100e-03,-3.693810e-03,
-1.802050e-03,-4.844280e-03,
-6.053400e-04,-7.513810e-03,
-1.448230e-03,-5.357430e-03,
-2.191540e-03,-5.114790e-03,
-2.532490e-03,-4.931550e-03,
-1.109220e-03,-3.752050e-03,
-1.865260e-03,-4.996420e-03,
-1.190350e-03,-3.127750e-03,
-9.878400e-04,-5.375350e-03,
-2.311410e-03,-6.258280e-03,
-2.558720e-03,-5.424820e-03,
-1.257450e-03,-5.594590e-03,
-1.276160e-03,-4.740850e-03,
-2.233120e-03,-5.118690e-03,
-1.552850e-03,-5.586730e-03,
-1.076580e-03,-3.103750e-03,
-6.006000e-05,-8.563900e-04,
7.381300e-04,3.737800e-04,
6.859200e-04,1.241060e-03,
6.192000e-04,2.992230e-03,
4.898300e-04,2.659820e-03,
3.670000e-06,1.963490e-03,
1.203270e-03,6.382400e-04,
1.345600e-04,-5.230000e-06,
-1.964590e-03,-1.762290e-03,
6.321000e-05,-4.326440e-03,
-1.508110e-03,-3.385530e-03,
-9.931300e-04,-4.294760e-03,
2.186500e-04,-4.639810e-03,
-2.068020e-03,-4.342980e-03,
-5.302100e-04,-5.004820e-03,
5.744800e-04,-1.317430e-03,
8.788800e-04,3.419600e-04,
1.342430e-03,2.092400e-04,
-6.351000e-05,2.584500e-03,
9.880200e-04,3.995470e-03,
1.119450e-03,2.830890e-03,
-1.098080e-03,1.371900e-03,
-4.565000e-05,3.922300e-04,
-1.390700e-04,-2.465900e-03,
-1.958440e-03,-3.379320e-03,
-1.354630e-03,-4.173550e-03,
-1.528720e-03,-5.265540e-03,
-1.917840e-03,-5.632910e-03,
-9.679000e-05,-4.271000e-03,
2.006400e-04,-3.876700e-03,
-6.538300e-04,-5.343120e-03,
-8.680700e-04,-5.990670e-03,
-1.230910e-03,-5.534510e-03,
8.730000e-05,-4.567490e-03,
-7.524600e-04,-6.415110e-03,
-7.423000e-04,-3.011000e-03,
1.297500e-04,-3.700100e-04,
6.521200e-04,-2.524500e-04,
6.983800e-04,1.837360e-03,
1.400740e-03,3.745770e-03,
1.410020e-03,5.054050e-03,
4.229300e-04,4.487620e-03,
1.371510e-03,4.625010e-03,
9.116800e-04,5.605900e-03,
7.816300e-04,6.339990e-03,
